Country Name,"Series Name","2020","2021","2022","2023"
Azerbaijan,"Gini index","..","..","..",".."
Azerbaijan,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
"Bahamas, The","GDP (constant 2015 US$)","9452936752.71722","10908986680.2055","12085195064.0679","12404130127.1916"
"Bahamas, The","GDP per capita (constant 2015 US$)","23256.116064165","26743.8740303048","29477.2358532721","30061.65465132"
"Bahamas, The","GDP per capita growth (annual %)","-21.7934660714554","14.9971644298507","10.2205156211474","1.9826105845099"
"Bahamas, The","Inflation, consumer prices (annual %)","0.0385210980054558","2.90491262928478","5.60540633583044","3.05291578969743"
"Bahamas, The","Gini index","..","..","..",".."
"Bahamas, The","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Bahrain,"GDP (constant 2015 US$)","33318333440.6465","34181414161.6768","35853398106.1315","36743087753.0166"
Bahrain,"GDP per capita (constant 2015 US$)","22550.9526363305","23359.6882052648","24353.0732609115","24734.3420692952"
Bahrain,"GDP per capita growth (annual %)","-3.56559860535015","3.58625900189891","4.25256127957547","1.56558806479543"
Bahrain,"Inflation, consumer prices (annual %)","-2.31770629331379","-0.60631938514085","3.62574104304482","0.0746206782192256"
Bahrain,"Gini index","..","..","..",".."
Bahrain,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Bangladesh,"GDP (constant 2015 US$)","266852770837.438","285368828340.483","305629526532.026","323279975125.391"
Bangladesh,"GDP per capita (constant 2015 US$)","1593.90308825469","1685.02093460066","1785.36131679937","1869.16393296539"
Bangladesh,"GDP per capita growth (annual %)","2.27110129405703","5.71664908722495","5.95484484128914","4.69387430866139"
Bangladesh,"Inflation, consumer prices (annual %)","5.69107474746211","5.54565430773473","7.69695437176898","9.8835030377921"
Bangladesh,"Gini index","..","..","33.4",".."
Bangladesh,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3","3","3","3"
Barbados,"GDP (constant 2015 US$)","4256335239.02148","4205974403.05217","4772975989.97502","4988546956.9901"
Barbados,"GDP per capita (constant 2015 US$)","15163.667205885","14957.2347192467","16947.3822144798","17690.196482172"
Barbados,"GDP per capita growth (annual %)","-12.6995106244823","-1.36136255059856","13.3055844384939","4.38306198734075"
Barbados,"Inflation, consumer prices (annual %)","..","..","..","9.79207077126447"
Barbados,"Gini index","..","..","..",".."
Barbados,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Belarus,"GDP (constant 2015 US$)","58643542627.1016","60073780097.1802","57275396304.6762","59501256894.3374"
Belarus,"GDP per capita (constant 2015 US$)","6252.00881913912","6457.75126990834","6206.6488548556","6482.82033273897"
Belarus,"GDP per capita growth (annual %)","-0.251386576093068","3.29082150587152","-3.88838783901167","4.44960693510662"
Belarus,"Inflation, consumer prices (annual %)","5.54814357456511","9.46028389623103","15.209675274081","5.0005990309131"
Belarus,"Gini index","24.4","..","..",".."
Belarus,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Belgium,"GDP (constant 2015 US$)","468892019366.054","501376781582.929","516491897594.492","523542297257.968"
Belgium,"GDP per capita (constant 2015 US$)","40636.8066159524","43273.6357003252","44198.1960002523","44283.2077143463"
Belgium,"GDP per capita growth (annual %)","-5.71172980752377","6.48877041272659","2.13654407577337","0.192342045122217"
Belgium,"Inflation, consumer prices (annual %)","0.740791812220344","2.44024851144084","9.597511728725","4.04901077613941"
Belgium,"Gini index","26","26.6","..",".."
Belgium,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Belize,"GDP (constant 2015 US$)","1957996150.25944","2307742191.29649","2509307581.46631","2623271102.77791"
Belize,"GDP per capita (constant 2015 US$)","4957.94386791141","5768.90838784117","6191.66283746796","6385.37358431913"
Belize,"GDP per capita growth (annual %)","-15.0043485709663","16.3568717503731","7.32815328663918","3.12857388937533"
Belize,"Inflation, consumer prices (annual %)","0.121434644614894","3.23563659237071","6.27689319447544","4.38984017487675"
Belize,"Gini index","..","..","..",".."
Belize,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Benin,"GDP (constant 2015 US$)","14725558723.2985","15779238957.3117","16765953414.8798","17831064526.3991"
Benin,"GDP per capita (constant 2015 US$)","1164.70896655031","1214.07758986371","1255.60729255385","1300.32000156344"
Benin,"GDP per capita growth (annual %)","0.951937860885238","4.23870895916781","3.42067945548739","3.56104247520248"
Benin,"Inflation, consumer prices (annual %)","3.02272119663769","1.73353962694036","1.35077863583527","2.73102465280233"
Benin,"Gini index","..","34.4","..",".."
Benin,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","3.5","3.5"
Bermuda,"GDP (constant 2015 US$)","6372686534.51154","6718028461.70344","7150073873.98764",".."
Bermuda,"GDP per capita (constant 2015 US$)","99739.9798806056","105357.701237429","112431.384133779",".."
Bermuda,"GDP per capita growth (annual %)","-6.81662532256972","5.63236664329429","6.71396852177733",".."
Bermuda,"Inflation, consumer prices (annual %)","..","..","..",".."
Bermuda,"Gini index","..","..","..",".."
Bermuda,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Bhutan,"GDP (constant 2015 US$)","2376140054.48246","2481197935.97902","2610564317.15673",".."
Bhutan,"GDP per capita (constant 2015 US$)","3075.88556526741","3191.30882868504","3336.37629915679",".."
Bhutan,"GDP per capita growth (annual %)","-10.8049660018348","3.75252137859019","4.5457045450386",".."
Bhutan,"Inflation, consumer prices (annual %)","5.62936522632514","7.3468144053353","5.63916671396365","4.22934419929261"
Bhutan,"Gini index","..","..","28.5",".."
Bhutan,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","4","4","4","4"
Bolivia,"GDP (constant 2015 US$)","34855949803.3644","36986126802.9765","38319728337.5714","39256060138.6718"
Bolivia,"GDP per capita (constant 2015 US$)","2920.19744733394","3061.89929518248","3134.76632143947","3168.73190125574"
Bolivia,"GDP per capita growth (annual %)","-9.95240484455535","4.85247488925489","2.3797982635037","1.08351233659678"
Bolivia,"Inflation, consumer prices (annual %)","0.940742153381849","0.737383721452275","1.74632872945969","2.57688800489192"
Bolivia,"Gini index","43.6","40.9","..",".."
Bolivia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Bosnia and Herzegovina,"GDP (constant 2015 US$)","18115912632.4361","19454671753.5435","20276983961.3676","20616871525.3599"
Bosnia and Herzegovina,"GDP per capita (constant 2015 US$)","5459.21962930891","5947.72570281522","6270.85848741206","6421.00714402147"
Bosnia and Herzegovina,"GDP per capita growth (annual %)","-1.77870388670868","8.94827661601434","5.43287973828188","2.3943875772483"
Bosnia and Herzegovina,"Inflation, consumer prices (annual %)","..","..","..",".."
Bosnia and Herzegovina,"Gini index","..","..","..",".."
Bosnia and Herzegovina,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Botswana,"GDP (constant 2015 US$)","14796883501.255","16560766198.0276","17469294498.1394","17946366788.7112"
Botswana,"GDP per capita (constant 2015 US$)","5810.89847606742","6398.01384782456","6641.56980740549","6708.03946124144"
Botswana,"GDP per capita growth (annual %)","-10.4026309073442","10.103693502394","3.8067432389778","1.00081239471177"
Botswana,"Inflation, consumer prices (annual %)","1.8903591682421","7.24097765588442","11.665567478802","5.0676154934383"
Botswana,"Gini index","..","..","..",".."
Botswana,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Brazil,"GDP (constant 2015 US$)","1760056587883.53","1843881120012.46","1899505377653.06","1954752120905.5"
Brazil,"GDP per capita (constant 2015 US$)","8255.56801342826","8603.1522144281","8822.04504268033","9032.11361406338"
Brazil,"GDP per capita growth (annual %)","-3.91800417154039","4.21030025353157","2.54433285377806","2.38117772428899"
Brazil,"Inflation, consumer prices (annual %)","3.21176803803376","8.30165975585673","9.28010608956873","4.59356282283204"
Brazil,"Gini index","48.9","52.9","52",".."
Brazil,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
British Virgin Islands,"GDP (constant 2015 US$)","..","..","..",".."
British Virgin Islands,"GDP per capita (constant 2015 US$)","..","..","..",".."
British Virgin Islands,"GDP per capita growth (annual %)","..","..","..",".."
British Virgin Islands,"Inflation, consumer prices (annual %)","..","..","..",".."
British Virgin Islands,"Gini index","..","..","..",".."
British Virgin Islands,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Brunei Darussalam,"GDP (constant 2015 US$)","13429254463.7677","13215626906.1655","13000432684.363","13183357642.3303"
Brunei Darussalam,"GDP per capita (constant 2015 US$)","30401.843825384","29673.1658770638","28954.0640896097","29132.9468543775"
Brunei Darussalam,"GDP per capita growth (annual %)","0.291718917001631","-2.39682156288096","-2.42340770254603","0.617815738109002"
Brunei Darussalam,"Inflation, consumer prices (annual %)","1.94031996607184","1.73341388450593","3.68225030604216","0.35706431153689"
Brunei Darussalam,"Gini index","..","..","..",".."
Brunei Darussalam,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Bulgaria,"GDP (constant 2015 US$)","55186624687.9964","59414884842.2963","61747770024.9603","62887874404.3567"
Bulgaria,"GDP per capita (constant 2015 US$)","7958.82683957222","8638.7183764058","9550.94254965707","9779.82206379364"
Bulgaria,"GDP per capita growth (annual %)","-3.38798766592316","8.54260999187817","10.5597165401613","2.39640761052202"
Bulgaria,"Inflation, consumer prices (annual %)","1.67244096855756","3.29774435299515","15.3252589264366","9.44284140088564"
Bulgaria,"Gini index","40.5","39","..",".."
Bulgaria,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Burkina Faso,"GDP (constant 2015 US$)","15332394848.4963","16396333530.0794","16687846475.1415","17181836771.1356"
Burkina Faso,"GDP per capita (constant 2015 US$)","712.38495007516","741.892616172966","735.998131899835","738.956534222892"
Burkina Faso,"GDP per capita growth (annual %)","-0.695533986809409","4.14209565975429","-0.794519873177506","0.401957857613183"
Burkina Faso,"Inflation, consumer prices (annual %)","1.88443993781991","3.65353287214209","14.2902354303358","0.742910428668841"
Burkina Faso,"Gini index","..","37.4","..",".."
Burkina Faso,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","4","4","4","4"
Burundi,"GDP (constant 2015 US$)","3218331064.79216","3318099327.75908","3379450965.7308","3470696161.98259"
Burundi,"GDP per capita (constant 2015 US$)","263.360988694576","264.364832925637","262.184804661597","262.16570564686"
Burundi,"GDP per capita growth (annual %)","-2.50846116846569","0.381166639765468","-0.82462869206708","-0.00728456203287919"
Burundi,"Inflation, consumer prices (annual %)","7.32110643415521","8.40453845076341","18.8008786664945","26.9414835762453"
Burundi,"Gini index","37.5","..","..",".."
Burundi,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","4","4"
Cabo Verde,"GDP (constant 2015 US$)","1675762033.51382","1793627260.6","2106419343.41834","2214881716.09068"
Cabo Verde,"GDP per capita (constant 2015 US$)","2876.15342838428","3050.77562716333","3551.24824187234","3699.59630670486"
Cabo Verde,"GDP per capita growth (annual %)","-21.5678092154403","6.07137981777093","16.404766389666","4.17734989864576"
Cabo Verde,"Inflation, consumer prices (annual %)","0.605795808395385","1.86215297494647","7.93092925430087",".."
Cabo Verde,"Gini index","..","..","..",".."
Cabo Verde,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","4","4"
Cambodia,"GDP (constant 2015 US$)","23024448758.1861","23721258226.4991","24964207155.8037","26312274342.2057"
Cambodia,"GDP per capita (constant 2015 US$)","1404.19865499773","1429.93702682184","1488.81455084105","1552.82056848537"
Cambodia,"GDP per capita growth (annual %)","-4.21365375538406","1.8329580171935","4.11749069468274","4.29912628192439"
Cambodia,"Inflation, consumer prices (annual %)","2.9402951426397","2.92073477592949","5.34370264895437","2.12746796594194"
Cambodia,"Gini index","..","..","..",".."
Cambodia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3","3","3.5","3.5"
Cameroon,"GDP (constant 2015 US$)","37599547049.6907","38854942335.7204","40247035779.5754","41854256684.2359"
Cameroon,"GDP per capita (constant 2015 US$)","1419.32820837781","1428.56258542601","1441.79490497622","1461.01960433874"
Cameroon,"GDP per capita growth (annual %)","-2.42243441822372","0.650616044527055","0.926268102301123","1.33338655145477"
Cameroon,"Inflation, consumer prices (annual %)","2.43760882182236","2.27185762503637","6.24767713343861","7.38281384280984"
Cameroon,"Gini index","..","42.2","..",".."
Cameroon,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","3.5","3.5"
Canada,"GDP (constant 2015 US$)","1611126164920.14","1696305710720.04","1761102321572.64","1779875574624.59"
Canada,"GDP per capita (constant 2015 US$)","42366.1285192527","44359.6167266713","45227.1447354204","44388.4029989751"
Canada,"GDP per capita growth (annual %)","-6.06240642959015","4.70538205187351","1.95567065895641","-1.85450959009675"
Canada,"Inflation, consumer prices (annual %)","0.716999632307827","3.39519318527528","6.80280115341613","3.87900159788426"
Canada,"Gini index","..","..","..",".."
Canada,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Cayman Islands,"GDP (constant 2015 US$)","5165012391.41422","5418352610.05388","5697740746.84313",".."
Cayman Islands,"GDP per capita (constant 2015 US$)","76733.5560519709","79522.6108085869","82929.3037994227",".."
Cayman Islands,"GDP per capita growth (annual %)","-6.61676735501669","3.63472631807524","4.28393001210145",".."
Cayman Islands,"Inflation, consumer prices (annual %)","..","..","..",".."
Cayman Islands,"Gini index","..","..","..",".."
Cayman Islands,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Central African Republic,"GDP (constant 2015 US$)","2004791529.66202","2024497026.49048","2034662228.57957","2052368906.14354"
Central African Republic,"GDP per capita (constant 2015 US$)","375.216924073281","370.980373009536","364.690753380729","357.41141092809"
Central African Republic,"GDP per capita growth (annual %)","-1.62477557942373","-1.12909380998966","-1.69540495573479","-1.9960315377229"
Central African Republic,"Inflation, consumer prices (annual %)","1.71015659523153","4.25936417542868","5.58316735183247","2.97913852618937"
Central African Republic,"Gini index","..","43","..",".."
Central African Republic,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","2.5","2.5","2","2"
Chad,"GDP (constant 2015 US$)","10357639675.7671","10236539498.7594","10523606947.1486","10957423661.0644"
Chad,"GDP per capita (constant 2015 US$)","622.278506280593","595.849500560509","593.771929638929","599.468386203142"
Chad,"GDP per capita growth (annual %)","-4.66133902000324","-4.24713459541637","-0.348673770746828","0.959367777401823"
Chad,"Inflation, consumer prices (annual %)","4.4641443723286","-0.772844370359139","5.78802687843616","10.8363568399842"
Chad,"Gini index","..","..","37.4",".."
Chad,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3","3","2.5","2.5"
Channel Islands,"GDP (constant 2015 US$)","..","..","..",".."
Channel Islands,"GDP per capita (constant 2015 US$)","..","..","..",".."
Channel Islands,"GDP per capita growth (annual %)","-9.37857241404085","14.4055151447055","6.94065155065996",".."
Channel Islands,"Inflation, consumer prices (annual %)","..","..","..",".."
Channel Islands,"Gini index","..","..","..",".."
Channel Islands,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Chile,"GDP (constant 2015 US$)","245600606661.894","273436873982.626","279066228503.412","279676771459.229"
Chile,"GDP per capita (constant 2015 US$)","12725.2123430055","14027.3068772462","14235.3616274723","14247.7133480235"
Chile,"GDP per capita growth (annual %)","-7.41187882968487","10.2323992648849","1.48321236604264","0.0867678733738302"
Chile,"Inflation, consumer prices (annual %)","3.04549084804334","4.52456838259121","11.6438667110561","7.58168251407969"
Chile,"Gini index","47","..","43",".."
Chile,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
China,"GDP (constant 2015 US$)","14616413683019.5","15851276922873.1","16325084918823.8","17173989334581.7"
China,"GDP per capita (constant 2015 US$)","10358.1699971792","11223.2553476968","11560.2421221334","12174.0041075641"
China,"GDP per capita growth (annual %)","1.99555804192106","8.35171995394172","3.00257602626677","5.30924853429752"
China,"Inflation, consumer prices (annual %)","2.41942189457782","0.981015135544882","1.97357555739051","0.234836828893051"
China,"Gini index","37.1","35.7","..",".."
China,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Colombia,"GDP (constant 2015 US$)","298309675728.092","330530695024.885","354622693594.661","356793627488.703"
Colombia,"GDP per capita (constant 2015 US$)","5857.17255605459","6416.00840958458","6836.22873742474","6850.19634550672"
Colombia,"GDP per capita growth (annual %)","-8.54039537725433","9.54105155997694","6.54956011610601","0.204317447798601"
Colombia,"Inflation, consumer prices (annual %)","2.52663500084706","3.49505757399448","10.1772313546166","11.7359044948689"
Colombia,"Gini index","53.5","55.1","54.8",".."
Colombia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Comoros,"GDP (constant 2015 US$)","1090706717.98077","1113744577.03551","1140337216.68194","1171138792.01644"
Comoros,"GDP per capita (constant 2015 US$)","1352.95549301356","1355.53881276192","1362.77802212059","1374.45505620567"
Comoros,"GDP per capita growth (annual %)","-2.07486139638723","0.190939004401898","0.534046630795132","0.856855180780073"
Comoros,"Inflation, consumer prices (annual %)","..","..","..",".."
Comoros,"Gini index","..","..","..",".."
Comoros,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3","3","3","3"
"Congo, Dem. Rep.","GDP (constant 2015 US$)","45259708653.5116","48065880294.8504","52355494607.5628","56837576516.8688"
"Congo, Dem. Rep.","GDP per capita (constant 2015 US$)","487.433133172625","501.239088458485","528.788834504898","555.799098699391"
"Congo, Dem. Rep.","GDP per capita growth (annual %)","-1.49268942736806","2.83237932472882","5.49632833527404","5.10794903976795"
"Congo, Dem. Rep.","Inflation, consumer prices (annual %)","..","..","..",".."
"Congo, Dem. Rep.","Gini index","44.7","..","..",".."
"Congo, Dem. Rep.","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","3.5","3"
"Congo, Rep.","GDP (constant 2015 US$)","9926500406.92093","10027261670.0946","10175199490.0633","10369226732.8759"
"Congo, Rep.","GDP per capita (constant 2015 US$)","1740.82734180348","1718.23080995061","1704.26748419599","1697.96121922312"
"Congo, Rep.","GDP per capita growth (annual %)","-8.42840252121067","-1.29803406175023","-0.812657163040171","-0.370027887719743"
"Congo, Rep.","Inflation, consumer prices (annual %)","1.79537147083108","1.7156427545126","3.04344334698478","4.30174563591016"
"Congo, Rep.","Gini index","..","..","..",".."
"Congo, Rep.","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","2.5","2.5","2.5","2.5"
Costa Rica,"GDP (constant 2015 US$)","61631202099.096","66522107767.7217","69549856034.3756","73105190309.2925"
Costa Rica,"GDP per capita (constant 2015 US$)","12030.0485934011","12906.9970447409","13424.464701378","14025.8564535929"
Costa Rica,"GDP per capita growth (annual %)","-4.99410158295288","7.28965011679902","4.00920256542521","4.47981923743382"
Costa Rica,"Inflation, consumer prices (annual %)","0.724911478131376","1.72647755109241","8.27477490232654","0.525193508693455"
Costa Rica,"Gini index","49.2","48.7","47.2","46.7"
Costa Rica,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Cote d'Ivoire,"GDP (constant 2015 US$)","59423700880.5925","63620992438.4818","67576850897.4936","71993628609.4935"
Cote d'Ivoire,"GDP per capita (constant 2015 US$)","2216.32725307011","2315.32192748096","2399.69993821474","2493.45561015491"
Cote d'Ivoire,"GDP per capita growth (annual %)","-1.79502043398364","4.46660908373198","3.64433169021896","3.90697480327145"
Cote d'Ivoire,"Inflation, consumer prices (annual %)","2.42500656821815","4.09195189692863","5.27616724262846","4.38711707003279"
Cote d'Ivoire,"Gini index","..","35.3","..",".."
Cote d'Ivoire,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","4","3.5","4","4"
Croatia,"GDP (constant 2015 US$)","53259261827.546","60204878581.8817","64435611395.4513","66407902523.7794"
Croatia,"GDP per capita (constant 2015 US$)","13157.9724255737","15520.7974934349","16712.0360519694","17234.4810868316"
Croatia,"GDP per capita growth (annual %)","-8.1232796775468","17.9573644892955","7.67511179137763","3.12616029092764"
Croatia,"Inflation, consumer prices (annual %)","0.154811374562106","2.55450699642041","10.7805806758686","7.9412817758683"
Croatia,"Gini index","29.5","28.9","..",".."
Croatia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Cuba,"GDP (constant 2015 US$)","81054459000.2587","82070633423.4249","83527267339.326",".."
Cuba,"GDP per capita (constant 2015 US$)","7172.51792767657","7291.0377716217","7449.68287994077",".."
